HOSPITAL_NAME,CITY,STATE,COUNTRY
BROWARD HEALTH NORTH,POMPANO BEACH,FL,USA
BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,USA
ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,USA
MERCY HOSPITAL,BAKERSFIELD,CA,USA
COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,CA,USA
YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS,PRESCOTT VALLEY,AZ,USA
MENDOCINO COAST DISTRICT HOSPITAL,FORT BRAGG,CA,USA
BAPTIST HOSPITAL,PENSACOLA,FL,USA
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,WALNUT CREEK,CA,USA
FLORIDA HOSPITAL TAMPA,TAMPA,FL,USA
CHESTATEE REGIONAL HOSPITAL,DAHLONEGA,GA,USA
MAGNOLIA HOSPITAL,MAGNOLIA,AR,USA
BAYFRONT HEALTH DADE CITY,DADE CITY,FL,USA
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,USA
ST LUCIE MEDICAL CENTER,PORT SAINT LUCIE,FL,USA
HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,USA
PAGOSA SPRINGS MEDICAL CENTER,PAGOSA SPRINGS,CO,USA
FLOYD MEDICAL CENTER,ROME,GA,USA
LONGMONT UNITED HOSPITAL,LONGMONT,CO,USA
SOUTH MIAMI HOSPITAL,SOUTH MIAMI,FL,USA
WINDHAM COMM MEM HOSP & HATCH HOSP,WILLIMANTIC,CT,USA
MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,USA
JACKSON HOSPITAL,MARIANNA,FL,USA
NORWALK HOSPITAL ASSOCIATION,NORWALK,CT,USA
PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,CA,USA
SILOAM SPRINGS REGIONAL HOSPITAL,SILOAM SPRINGS,AR,USA
KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,CA,USA
DOUGLAS GARDENS HOSPITAL,MIAMI,FL,USA
PIONEERS MEDICAL CENTER,MEEKER,CO,USA
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,USA
ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,USA
LORETTO HOSPITAL,CHICAGO,IL,USA
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,TUCSON,AZ,USA
DREW MEMORIAL HOSPITAL,MONTICELLO,AR,USA
"CONNECTICUT HOSPICE INC,THE",BRANFORD,CT,USA
MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,USA
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,USA
CALLAHAN EYE HOSPITAL,BIRMINGHAM,AL,USA
HENDRY REGIONAL MEDICAL CENTER,CLEWISTON,FL,USA
KIT CARSON COUNTY MEMORIAL HOSPITAL,BURLINGTON,CO,USA
CHARLOTTE HUNGERFORD HOSPITAL,TORRINGTON,CT,USA
SEBASTIAN RIVER MEDICAL CENTER,SEBASTIAN,FL,USA
NATIVIDAD MEDICAL CENTER,SALINAS,CA,USA
ST MARYS  MEDICAL CENTER,GRAND JUNCTION,CO,USA
"FLORENCE HOSPITAL AT ANTHEM, LLC",FLORENCE,AZ,USA
GARDEN GROVE HOSPITAL & MEDICAL CENTER,GARDEN GROVE,CA,USA
ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,USA
SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,CA,USA
BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,USA
COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,CA,USA
HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,USA
SAN MATEO MEDICAL CENTER,SAN MATEO,CA,USA
BROWARD HEALTH CORAL SPRINGS,CORAL SPRINGS,FL,USA
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,OAKLAND,CA,USA
HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,USA
COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,USA
TALLAHASSEE MEMORIAL HOSPITAL,TALLAHASSEE,FL,USA
BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,USA
FLORIDA HOSPITAL FISH MEMORIAL,ORANGE CITY,FL,USA
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,ORANGE,CA,USA
PARKER ADVENTIST HOSPITAL,PARKER,CO,USA
LOS ROBLES HOSPITAL & MEDICAL CENTER,THOUSAND OAKS,CA,USA
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,USA
GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FORT MYERS,FL,USA
COMMUNITY HOSPITAL INC,TALLASSEE,AL,USA
MIZELL MEMORIAL HOSPITAL,OPP,AL,USA
TROY REGIONAL MEDICAL CENTER,TROY,AL,USA
KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,USA
PATIENTS' HOSPITAL OF REDDING,REDDING,CA,USA
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,USA
HELENA REGIONAL MEDICAL CENTER,HELENA,AR,USA
CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,USA
SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,USA
BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,USA
JOHN C. LINCOLN MEDICAL CENTER,PHOENIX,AZ,USA
NATIONAL JEWISH HEALTH,DENVER,CO,USA
ST VINCENT'S MEDICAL CENTER RIVERSIDE,JACKSONVILLE,FL,USA
NEMOURS CHILDREN'S HOSPITAL,ORLANDO,FL,USA
BANNER PAYSON MEDICAL CENTER,PAYSON,AZ,USA
DORMINY MEDICAL CENTER,FITZGERALD,GA,USA
CHI HEALTH MISSOURI VALLEY,MISSOURI VALLEY,IA,USA
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,USA
ALFRED I DUPONT HOSPITAL FOR CHILDREN,WILMINGTON,DE,USA
JAY HOSPITAL,JAY,FL,USA
VIERA HOSPITAL,MELBOURNE,FL,USA
HAWARDEN REGIONAL HEALTHCARE,HAWARDEN,IA,USA
BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,USA
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,CA,USA
JUPITER MEDICAL CENTER,JUPITER,FL,USA
MID COAST HOSPITAL,BRUNSWICK,ME,USA
LAC+USC MEDICAL CENTER,LOS ANGELES,CA,USA
SUTTER SOLANO MEDICAL CENTER,VALLEJO,CA,USA
STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,USA
YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,USA
SOUTHEAST COLORADO HOSPITAL,SPRINGFIELD,CO,USA
CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,USA
PALO VERDE HOSPITAL,BLYTHE,CA,USA
O'CONNOR HOSPITAL,SAN JOSE,CA,USA
OAK VALLEY HOSPITAL DISTRICT,OAKDALE,CA,USA
CENTRAL FLORIDA REGIONAL HOSPITAL,SANFORD,FL,USA
LARGO MEDICAL CENTER,LARGO,FL,USA
NORTH SHORE MEDICAL CENTER,MIAMI,FL,USA
SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,CA,USA
COLORADO RIVER MEDICAL CENTER,NEEDLES,CA,USA
CAMPBELLTON-GRACEVILLE HOSPITAL,GRACEVILLE,FL,USA
ABRAZO WEST CAMPUS,GOODYEAR,AZ,USA
WELLSTAR NORTH FULTON HOSPITAL,ROSWELL,GA,USA
FORREST CITY MEDICAL CENTER,FORREST CITY,AR,USA
ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,USA
ANTELOPE VALLEY HOSPITAL,LANCASTER,CA,USA
PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,USA
STAFFORD COUNTY HOSPITAL,STAFFORD,KS,USA
KEOKUK AREA HOSPITAL,KEOKUK,IA,USA
HENDRICKS REGIONAL HEALTH,DANVILLE,IN,USA
CLARINDA REGIONAL HEALTH CENTER,CLARINDA,IA,USA
SABINE MEDICAL CENTER,MANY,LA,USA
CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,KY,USA
OAKDALE COMMUNITY HOSPITAL,OAKDALE,LA,USA
MEDICINE LODGE MEMORIAL HOSPITAL,MEDICINE LODGE,KS,USA
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,USA
LAKE AREA MEDICAL CENTER,LAKE CHARLES,LA,USA
GRISELL MEMORIAL HOSPITAL,RANSOM,KS,USA
FRANCISCAN ST MARGARET HEALTH - DYER,DYER,IN,USA
"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",BOSTON,MA,USA
CARLINVILLE AREA HOSPITAL,CARLINVILLE,IL,USA
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,HARTFORD CITY,IN,USA
PIEDMONT HOSPITAL,ATLANTA,GA,USA
EAST GEORGIA REGIONAL MEDICAL CENTER,STATESBORO,GA,USA
"CALDWELL MEMORIAL HOSPITAL, INC",COLUMBIA,LA,USA
LOST RIVERS HOSPITAL,ARCO,ID,USA
PRESENCE ST MARYS HOSPITAL,KANKAKEE,IL,USA
FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,INDIANAPOLIS,IN,USA
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,MELROSE PARK,IL,USA
HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,IA,USA
SAINT JAMES HOSPITAL,PONTIAC,IL,USA
ABRAHAM LINCOLN MEMORIAL HOSPITAL,LINCOLN,IL,USA
MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,USA
LAKE CUMBERLAND REGIONAL HOSPITAL,SOMERSET,KY,USA
MEDSTAR MONTGOMERY MEDICAL CENTER,OLNEY,MD,USA
ADVENTIST BOLINGBROOK HOSPITAL,BOLINGBROOK,IL,USA
HERRIN HOSPITAL,HERRIN,IL,USA
FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,MOORESVILLE,IN,USA
"PIEDMONT NEWNAN HOSPITAL, INC",NEWNAN,GA,USA
CARY MEDICAL CENTER,CARIBOU,ME,USA
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,USA
GEORGE C GRAPE COMMUNITY HOSPITAL,HAMBURG,IA,USA
MAINEGENERAL MEDICAL CENTER,AUGUSTA,ME,USA
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,USA
FRANKLIN FOUNDATION HOSPITAL,FRANKLIN,LA,USA
WESTLAKE COMMUNITY HOSPITAL,MELROSE PARK,IL,USA
MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,USA
CASSIA REGIONAL MEDICAL CENTER,BURLEY,ID,USA
CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,USA
MASSAC MEMORIAL HOSPITAL,METROPOLIS,IL,USA
MINIMALLY INVASIVE SURGERY HOSPITAL,LENEXA,KS,USA
MORTON COUNTY HOSPITAL,ELKHART,KS,USA
TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,USA
THE MEDICAL CENTER AT CAVERNA,HORSE CAVE,KY,USA
ALLEN HOSPITAL,WATERLOO,IA,USA
ELKHART GENERAL HOSPITAL,ELKHART,IN,USA
EVANS MEMORIAL HOSPITAL,CLAXTON,GA,USA
WEISER MEMORIAL HOSPITAL,WEISER,ID,USA
TREASURE VALLEY HOSPITAL,BOISE,ID,USA
WILLIS KNIGHTON BOSSIER HEALTH CENTER,BOSSIER CITY,LA,USA
SAINT JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,USA
GEORGETOWN COMMUNITY HOSPITAL,GEORGETOWN,KY,USA
COMMUNITY HOSPITAL EAST,INDIANAPOLIS,IN,USA
DUKES MEMORIAL HOSPITAL,PERU,IN,USA
ORANGE CITY AREA HEALTH SYSTEM,ORANGE CITY,IA,USA
ADVOCATE GOOD SAMARITAN HOSPITAL,DOWNERS GROVE,IL,USA
EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,LA,USA
FRANCISCAN ST MARGARET HEALTH - HAMMOND,HAMMOND,IN,USA
SPARTA COMMUNITY HOSPITAL,SPARTA,IL,USA
NEW ORLEANS EAST HOSPITAL,NEW ORLEANS,LA,USA
REEVES MEMORIAL MEDICAL CENTER,BERNICE,LA,USA
DEARBORN COUNTY HOSPITAL,LAWRENCEBURG,IN,USA
PHYSICIANS MEDICAL CENTER,HOUMA,LA,USA
MAINE MEDICAL CENTER,PORTLAND,ME,USA
FHN MEMORIAL HOSPITAL,FREEPORT,IL,USA
UNIVERSITY HOSPITAL MCDUFFIE,THOMSON,GA,USA
COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,USA
AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,USA
STORY COUNTY HOSPITAL,NEVADA,IA,USA
MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,GA,USA
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,BLOOMINGTON,IN,USA
GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,USA
MITCHELL COUNTY HOSPITAL,CAMILLA,GA,USA
SHRINERS HOSPITAL FOR CHILDREN,LEXINGTON,KY,USA
JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,KY,USA
OPTIM MEDICAL CENTER - JENKINS,MILLEN,GA,USA
LOGAN MEMORIAL HOSPITAL,RUSSELLVILLE,KY,USA
PORTNEUF MEDICAL CENTER,POCATELLO,ID,USA
SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,USA
ST ELIZABETH HOSPITAL,GONZALES,LA,USA
GIBSON COMMUNITY HOSPITAL,GIBSON CITY,IL,USA
ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,USA
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,USA
ANTHONY MEDICAL CENTER,ANTHONY,KS,USA
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,USA
MOUNT DESERT ISLAND HOSPITAL,BAR HARBOR,ME,USA
MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,MIDDLESBORO,KY,USA
HORTON COMMUNITY HOSPITAL,HORTON,KS,USA
HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,USA
SANFORD ROCK RAPIDS MEDICAL CENTER,ROCK RAPIDS,IA,USA
BACON COUNTY HOSPITAL,ALMA,GA,USA
BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,USA
THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,USA
OSF SAINT PAUL MEDICAL CENTER,MENDOTA,IL,USA
THE MEDICAL CENTER AT ALBANY,ALBANY,KY,USA
SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,CUTHBERT,GA,USA
REGIONAL MEDICAL CENTER,MANCHESTER,IA,USA
WELLSTAR SYLVAN GROVE HOSPITAL,JACKSON,GA,USA
SOUTHERN MAINE HEALTH CARE,BIDDEFORD,ME,USA
SARAH D CULBERTSON MEMORIAL HOSPITAL,RUSHVILLE,IL,USA
HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,USA
OLATHE MEDICAL CENTER,OLATHE,KS,USA
MYRTUE MEDICAL CENTER,HARLAN,IA,USA
WEST VALLEY MEDICAL CENTER,CALDWELL,ID,USA
OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,LA,USA
KING'S DAUGHTERS' MEDICAL CENTER,ASHLAND,KY,USA
WILLS MEMORIAL HOSPITAL,WASHINGTON,GA,USA
MANNING REGIONAL HEALTHCARE CENTER,MANNING,IA,USA
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,LAFAYETTE,LA,USA
SAINT JOHN HOSPITAL,LEAVENWORTH,KS,USA
FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,USA
RUSH COUNTY MEMORIAL HOSPITAL,LA CROSSE,KS,USA
SAINT JOSEPH BEREA,BEREA,KY,USA
BAPTIST HEALTH LA GRANGE,LA GRANGE,KY,USA
CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,MCHENRY,IL,USA
CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,KY,USA
OWENSBORO HEALTH REGIONAL HOSPITAL,OWENSBORO,KY,USA
SOUTHEASTERN REGIONAL MEDICAL CENTER,NEWNAN,GA,USA
JANE TODD CRAWFORD HOSPITAL,GREENSBURG,KY,USA
BROOKS COUNTY HOSPITAL,QUITMAN,GA,USA
MACNEAL  HOSPITAL,BERWYN,IL,USA
UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,KY,USA
TANNER MEDICAL CENTER VILLA RICA,VILLA RICA,GA,USA
KIRBY MEDICAL CENTER,MONTICELLO,IL,USA
LINCOLN COUNTY HOSPITAL,LINCOLN,KS,USA
ESKENAZI HEALTH,INDIANAPOLIS,IN,USA
MARSHALL COUNTY HOSPITAL,BENTON,KY,USA
WAYNE COUNTY HOSPITAL,MONTICELLO,KY,USA
STANTON COUNTY HOSPITAL,JOHNSON,KS,USA
LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,LA,USA
FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,CRAWFORDSVILLE,IN,USA
PALO ALTO COUNTY HOSPITAL,EMMETSBURG,IA,USA
KIOWA DISTRICT HOSPITAL,KIOWA,KS,USA
FAIRFIELD MEMORIAL HOSPITAL 1,FAIRFIELD,IL,USA
SHRINERS' HOSPITAL FOR CHILDREN (THE),SPRINGFIELD,MA,USA
CALDWELL MEDICAL CENTER,PRINCETON,KY,USA
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,CHICAGO,IL,USA
TAYLORVILLE MEMORIAL HOSPITAL,TAYLORVILLE,IL,USA
WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,USA
PHOEBE WORTH MEDICAL CENTER,SYLVESTER,GA,USA
ST MARY MERCY HOSPITAL,LIVONIA,MI,USA
THREE RIVERS MEDICAL CENTER,LOUISA,KY,USA
COLQUITT REGIONAL MEDICAL CENTER,MOULTRIE,GA,USA
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,USA
CITIZENS MEDICAL CENTER,COLBY,KS,USA
ST MARY'S GOOD SAMARITAN HOSPITAL,GREENSBORO,GA,USA
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,USA
INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,USA
SAVOY MEDICAL CENTER,MAMOU,LA,USA
SAINT JOSEPH EAST,LEXINGTON,KY,USA
BOUNDARY COMMUNITY HOSPITAL,BONNERS FERRY,ID,USA
CENTRAL LOUISIANA SURGICAL HOSPITAL,ALEXANDRIA,LA,USA
HILLSBORO AREA HOSPITAL,HILLSBORO,IL,USA
CONTINUECARE HOSPITAL AT BAPTIST HEALTH PADUCAH,PADUCAH,KY,USA
WEST FELICIANA PARISH HOSPITAL,SAINT FRANCISVILLE,LA,USA
FRANCISCAN ST JAMES HEALTH,OLYMPIA FIELDS,IL,USA
ST VINCENT CARMEL HOSPITAL INC,CARMEL,IN,USA
SALINA REGIONAL HEALTH CENTER,SALINA,KS,USA
RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,USA
ADVENTIST HINSDALE HOSPITAL,HINSDALE,IL,USA
METROWEST MEDICAL CENTER,FRAMINGHAM,MA,USA
MORRISON COMMUNITY HOSPITAL,MORRISON,IL,USA
WELLSTAR WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,USA
ADVOCATE LUTHERAN GENERAL HOSPITAL,PARK RIDGE,IL,USA
HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,USA
RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,LA,USA
HANSEN FAMILY HOSPITAL,IOWA FALLS,IA,USA
SUMNER COUNTY HOSPITAL DISTRICT NO 1,CALDWELL,KS,USA
MEMORIAL HOSPITAL OF SOUTH BEND,SOUTH BEND,IN,USA
BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,LA,USA
ST JOSEPH MEDICAL CENTER,BLOOMINGTON,IL,USA
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,USA
CLARK REGIONAL MEDICAL CENTER,WINCHESTER,KY,USA
ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,USA
KIOWA COUNTY MEMORIAL HOSPITAL,GREENSBURG,KS,USA
COFFEYVILLE REGIONAL MEDICAL CENTER,COFFEYVILLE,KS,USA
ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,USA
CARIBOU MEMORIAL HOSPITAL,SODA SPRINGS,ID,USA
POINTE COUPEE GENERAL HOSPITAL,NEW ROADS,LA,USA
WOMEN'S HOSPITAL THE,NEWBURGH,IN,USA
BYRD REGIONAL HOSPITAL,LEESVILLE,LA,USA
METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,USA
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",WICHITA,KS,USA
MEMORIAL HOSPITAL,ABILENE,KS,USA
ACADIA ST LANDRY,CHURCH POINT,LA,USA
HARPER HOSPITAL DISTRICT NO 5,HARPER,KS,USA
THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY,USA
TUG VALLEY ARH REGIONAL MEDICAL CENTER,SOUTH WILLIAMSON,KY,USA
PALI MOMI MEDICAL CENTER,AIEA,HI,USA
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,FORT WAYNE,IN,USA
ADVENTIST GLENOAKS,GLENDALE HEIGHTS,IL,USA
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,PAOLI,IN,USA
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,ROCKVILLE,MD,USA
IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,NEW IBERIA,LA,USA
SAINT LUKE'S CUSHING HOSPITAL,LEAVENWORTH,KS,USA
PIEDMONT NEWTON HOSPITAL,COVINGTON,GA,USA
ST ALEXIUS MEDICAL CENTER,HOFFMAN ESTATES,IL,USA
STEELE MEMORIAL MEDICAL CENTER,SALMON,ID,USA
RUSSELL COUNTY HOSPITAL,RUSSELL SPRINGS,KY,USA
NORTHWEST HOSPITAL CENTER,RANDALLSTOWN,MD,USA
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,USA
RICHARDSON MEDICAL CENTER,RAYVILLE,LA,USA
MARCUM AND WALLACE MEMORIAL HOSPITAL,IRVINE,KY,USA
CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,LA,USA
ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,USA
METHODIST HOSPITAL UNION COUNTY,MORGANFIELD,KY,USA
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,MOUNT VERNON,KY,USA
METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,USA
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,USA
ST CHARLES PARISH HOSPITAL,LULING,LA,USA
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,CLINTON,MD,USA
JEWISH HOSPITAL - SHELBYVILLE,SHELBYVILLE,KY,USA
ROCKFORD MEMORIAL HOSPITAL,ROCKFORD,IL,USA
ST ELIZABETH FLORENCE,FLORENCE,KY,USA
GOODLAND REGIONAL MEDICAL CENTER,GOODLAND,KS,USA
ST JOHNS HOSPITAL,SPRINGFIELD,IL,USA
PERRY MEMORIAL HOSPITAL,PRINCETON,IL,USA
UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,BEL AIR,MD,USA
LOURDES HOSPITAL,PADUCAH,KY,USA
NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,USA
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,USA
DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,USA
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,USA
UNIVERSITY OF KENTUCKY HOSPITAL,LEXINGTON,KY,USA
DEKALB HEALTH,AUBURN,IN,USA
MARGARET MARY HEALTH,BATESVILLE,IN,USA
DECATUR COUNTY HOSPITAL,OBERLIN,KS,USA
SHAWNEE MISSION MEDICAL CENTER,SHAWNEE MISSION,KS,USA
PARKVIEW REGIONAL MEDICAL CENTER,FORT WAYNE,IN,USA
CHILDREN'S HOSPITAL,NEW ORLEANS,LA,USA
EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,USA
BLUFFTON REGIONAL MEDICAL CENTER,BLUFFTON,IN,USA
METHODIST HOSPITALS INC,GARY,IN,USA
HORN MEMORIAL HOSPITAL,IDA GROVE,IA,USA
RICHLAND PARISH HOSPITAL-DELHI,DELHI,LA,USA
SCHNECK MEDICAL CENTER,SEYMOUR,IN,USA
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,USA
SHERMAN HOSPITAL,ELGIN,IL,USA
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,USA
CHRISTUS HEALTH SHREVEPORT - BOSSIER,SHREVEPORT,LA,USA
BAUM HARMON MERCY HOSPITAL,PRIMGHAR,IA,USA
POLK MEDICAL CENTER,CEDARTOWN,GA,USA
GWINNETT MEDICAL CENTER,LAWRENCEVILLE,GA,USA
CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,USA
CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,ATLANTA,GA,USA
BURGESS HEALTH CENTER,ONAWA,IA,USA
ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,USA
ROOKS COUNTY HEALTH CENTER,PLAINVILLE,KS,USA
REPUBLIC COUNTY HOSPITAL,BELLEVILLE,KS,USA
"ST MARY'S SACRED HEART HOSPITAL, INC",LAVONIA,GA,USA
TRINITY ROCK ISLAND,ROCK ISLAND,IL,USA
FINLEY HOSPITAL,DUBUQUE,IA,USA
MEMORIAL HOSPITAL OF CARBONDALE,CARBONDALE,IL,USA
STEVENS COUNTY HOSPITAL,HUGOTON,KS,USA
NASHOBA VALLEY MEDICAL CENTER,AYER,MA,USA
BOSTON MEDICAL CENTER CORPORATION-,BOSTON,MA,USA
MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,USA
SIOUX CENTER HEALTH,SIOUX CENTER,IA,USA
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,USA
NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,LA,USA
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,USA
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,CARMEL,IN,USA
JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,LA,USA
FORT WASHINGTON HOSPITAL,FORT WASHINGTON,MD,USA
PRATT REGIONAL MEDICAL CENTER,PRATT,KS,USA
SYRINGA GENERAL HOSPITAL,GRANGEVILLE,ID,USA
DOCTORS HOSPITAL LLC,LEAWOOD,KS,USA
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,IN,USA
SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,USA
BOONE COUNTY HOSPITAL,BOONE,IA,USA
OSWEGO COMMUNITY HOSPITAL,OSWEGO,KS,USA
WAMEGO HEALTH CENTER,WAMEGO,KS,USA
SAINT JOSEPH MARTIN,MARTIN,KY,USA
RANSOM MEMORIAL HOSPITAL,OTTAWA,KS,USA
ANDERSON COUNTY HOSPITAL,GARNETT,KS,USA
FAIRWAY MEDICAL CENTER,COVINGTON,LA,USA
